Nom table;Identifiant BDD;Donnée obligatoire;Type de donnée;Table de références;Table de référence à appeler pour ce champ;Champ récupéré;Modèle concerné;Description
dpe_ef_conso;conso_auxiliaire_distribution_ch;X;Numérique; ; ; ;logement;consommation annuelle d'auxilliaires de distribution de chauffage en energie finale (kWhef/an)
dpe_ef_conso;conso_auxiliaire_distribution_ecs;X;Numérique; ; ; ;logement;consommation annuelle d'auxilliaires de distribution d'ECS en energie finale (kWhef/an)
dpe_ef_conso;conso_auxiliaire_distribution_fr; ;Numérique; ; ; ;logement;consommation annuelle  d'auxilliaires de distribution de froid en energie finale (kWhef/an)
dpe_ef_conso;conso_auxiliaire_generation_ch;X;Numérique; ; ; ;logement;consommation annuelle d'auxilliaires de génération de chauffage en energie finale (kWhef/an)
dpe_ef_conso;conso_auxiliaire_generation_ch_depensier;X;Numérique; ; ; ;logement;consommation annuelle d'auxilliaires de génération de chauffage en energie finale pour le scénario dépensier (kWhef/an)
dpe_ef_conso;conso_auxiliaire_generation_ecs;X;Numérique; ; ; ;logement;consommation annuelle d'auxillaires de generation d'ECS en energie finale (kWhef/an)
dpe_ef_conso;conso_auxiliaire_generation_ecs_depensier;X;Numérique; ; ; ;logement;consommation annuelle d'auxillaires de generation d'ECS en energie finale pour le scénario dépensier (kWhef/an)
dpe_ef_conso;conso_auxiliaire_ventilation;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle  d'auxilliaires de ventilation en energie finale (kWhef/an)
dpe_ef_conso;conso_ch;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle de chauffage en energie finale (déduit de la production pv autoconsommée) (kWhef/an)
dpe_ef_conso;conso_ch_depensier;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle de chauffage en energie finale pour le scénario dépensier(déduit de la production pv autoconsommée)  (kWhef/an)
dpe_ef_conso;conso_eclairage;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle d'eclairage en energie finale (déduit de la production pv autoconsommée) (kWhef/an)
dpe_ef_conso;conso_ecs;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle d'ECS en energie finale (déduit de la production pv autoconsommée) (kWhef/an)
dpe_ef_conso;conso_ecs_depensier;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle d'ECS en energie finale  pour le scénario dépensier (déduit de la production pv autoconsommée) (kWhef/an)
dpe_ef_conso;conso_fr;X;Numérique; ; ; ;logement + logement neuf;consommation de refroidissement annuel  en energie finale (déduit de la production pv autoconsommée) (kWhef/an)
dpe_ef_conso;conso_fr_depensier;X;Numérique; ; ; ;logement + logement neuf;consommation de refroidissement annuel en energie finale pour le scénario dépensier (déduit de la production pv autoconsommée) (kWhef/an)
dpe_ef_conso;conso_totale_auxiliaire;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle de l'ensemble des auxiliaires en énergie finale(déduit de la production pv autoconsommée)  (kWhef/an)
dpe_ef_conso;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_ef_conso;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_emetteur_chauffage;description;Parfois;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
dpe_emetteur_chauffage;enum_equipement_intermittence_id;X; ;dpe_enum_equipement_intermittence; ; ;logement;type d'équipement d'intermittence associé à la génération
dpe_emetteur_chauffage;enum_lien_generateur_emetteur_id;x; ;dpe_enum_lien_generateur_emetteur; ; ;logement;lien entre le générateur et l'émetteur associé
dpe_emetteur_chauffage;enum_periode_installation_emetteur_id; ; ;dpe_enum_periode_installation_emetteur; ; ;logement + logement neuf;période d'installation des émetteurs de chauffage (utilisé pour le calcul des températures de fonctionnement des systèmes à combustion de type chaudière gaz ou fioul)
dpe_emetteur_chauffage;enum_temp_distribution_ch_id;X; ;dpe_enum_temp_distribution_ch; ; ;logement + logement neuf;température de distribution de l'installation de chauffage (pour le calcul des auxiliaires de distribution)
dpe_emetteur_chauffage;enum_type_chauffage_id;X; ;dpe_enum_type_chauffage; ; ;logement;type de chauffage
dpe_emetteur_chauffage;enum_type_emission_distribution_id;X; ;dpe_enum_type_emission_distribution;dpe_enum_type_emission_distribution;lib;logement + logement neuf;enumérateur qui couple les notions d'emission et de distribution pour produire une description complète des emetteurs de chauffage
dpe_emetteur_chauffage;enum_type_regulation_id;X; ;dpe_enum_type_regulation; ; ;logement;type de régulation associée au générateur
dpe_emetteur_chauffage;i0;X;Numérique; ; ; ;logement;coefficient d'intermittence de l'installation
dpe_emetteur_chauffage;id;X; ; ; ; ;logement + logement neuf;Identifiant technique de l'émetteur de chauffage
dpe_emetteur_chauffage;installation_chauffage_id;X; ;dpe_installation_chauffage; ; ;logement + logement neuf;Identifiant technique de l'installation de chauffage
dpe_emetteur_chauffage;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_emetteur_chauffage;rendement_distribution;X;Numérique; ; ; ;logement;Rd
dpe_emetteur_chauffage;rendement_emission;X;Numérique; ; ; ;logement;Re
dpe_emetteur_chauffage;rendement_regulation;X;Numérique; ; ; ;logement;Rr
dpe_emetteur_chauffage;reseau_distribution_isole; ;Numérique; ; ; ;logement + logement neuf;est ce que le réseau de distribution est isolé 0
dpe_emetteur_chauffage;surface_chauffee;X;Numérique; ; ; ;logement + logement neuf;surface chauffée par l'emetteur (sous ensemble de la surface chauffée par l'installation). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la surface de l'installation à l'immeuble qu'il faut renseigner
dpe_emetteur_chauffage;tv_intermittence_id;X; ;dpe_tv_intermittence; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient d'intermittence de l'installation I0
dpe_emetteur_chauffage;tv_rendement_distribution_ch_id;X; ;dpe_tv_rendement_distribution_ch; ; ;logement;id de la ligne de la table utilisée pour le calcul du rendement de distribution de la distribution associée à l'émission
dpe_emetteur_chauffage;tv_rendement_emission_id;X; ;dpe_tv_rendement_emission; ; ;logement;id de la ligne de la table utilisée pour le calcul du rendement d'emission de l'émetteur de chauffage
dpe_emetteur_chauffage;tv_rendement_regulation_id;X; ;dpe_tv_rendement_regulation; ; ;logement;id de la ligne de la table utilisée pour le calcul du rendement de régulation associé à l'émission
dpe_emetteur_chauffage;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_emission_ges;classe_emission_ges;X;Texte; ; ; ;logement + logement neuf;classe d'estimation ges du DPE 5 usages
dpe_emission_ges;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_emission_ges;emission_ges_5_usages;X;Numérique; ; ; ;logement + logement neuf;estimation GES totale  5 usages (déduit de la production pv autoconsommée)  (ecs/chauffage/climatisation/eclairage/auxiliaires)(kgCO2/an)
dpe_emission_ges;emission_ges_5_usages_m2;X;Numérique; ; ; ;logement + logement neuf;estimation GES totale  5 usages rapportée au m² (déduit de la production pv autoconsommée)  (ecs/chauffage/climatisation/eclairage/auxiliaires)(kgCO2/m2/an)
dpe_emission_ges;emission_ges_auxiliaire_distribution_ch;X;Numérique; ; ; ;logement;estimation GES d'auxilliaires de distribution de chauffage  (kgCO2/an)
dpe_emission_ges;emission_ges_auxiliaire_distribution_ecs;X;Numérique; ; ; ;logement;estimation GES d'auxilliaires de distribution d'ECS  (kgCO2/an)
dpe_emission_ges;emission_ges_auxiliaire_distribution_fr; ;Numérique; ; ; ;logement;estimation GES  d'auxilliaires de distribution de froid  (kgCO2/an) SUPPRIME
dpe_emission_ges;emission_ges_auxiliaire_generation_ch;X;Numérique; ; ; ;logement;estimation GES d'auxilliaires de génération de chauffage  (kgCO2/an)
dpe_emission_ges;emission_ges_auxiliaire_generation_ch_depensier;X;Numérique; ; ; ;logement;estimation GES d'auxilliaires de génération de chauffage  pour le scénario dépensier (kgCO2/an)
dpe_emission_ges;emission_ges_auxiliaire_generation_ecs;X;Numérique; ; ; ;logement;estimation GES d'auxillaires de generation d'ECS  (kgCO2/an)
dpe_emission_ges;emission_ges_auxiliaire_generation_ecs_depensier;X;Numérique; ; ; ;logement;estimation GES d'auxillaires de generation d'ECS  pour le scénario dépensier (kgCO2/an)
dpe_emission_ges;emission_ges_auxiliaire_ventilation;X;Numérique; ; ; ;logement + logement neuf;estimation GES  d'auxilliaires de ventilation  (kgCO2/an)
dpe_emission_ges;emission_ges_ch;X;Numérique; ; ; ;logement + logement neuf;estimation GES de chauffage (déduit de la production pv autoconsommée)   (kgCO2/an)
dpe_emission_ges;emission_ges_ch_depensier;X;Numérique; ; ; ;logement + logement neuf;estimation GES de chauffage  pour le scénario dépensier(déduit de la production pv autoconsommée)  (kgCO2/an)
dpe_emission_ges;emission_ges_eclairage;X;Numérique; ; ; ;logement + logement neuf;estimation GES d'eclairage  (déduit de la production pv autoconsommée) (kgCO2/an)
dpe_emission_ges;emission_ges_ecs;X;Numérique; ; ; ;logement + logement neuf;estimation GES d'ECS (déduit de la production pv autoconsommée)   (kgCO2/an)
dpe_emission_ges;emission_ges_ecs_depensier;X;Numérique; ; ; ;logement + logement neuf;estimation GES d'ECS pour le scénario dépensier  (déduit de la production pv autoconsommée)  (kgCO2/an)
dpe_emission_ges;emission_ges_fr;X;Numérique; ; ; ;logement + logement neuf;estimation GES  de refroidissement annuel (déduit de la production pv autoconsommée)  (kgCO2/an)
dpe_emission_ges;emission_ges_fr_depensier;X;Numérique; ; ; ;logement + logement neuf;estimation GES de refroidissement pour le scénario dépensier (déduit de la production pv autoconsommée)    (kgCO2/an)
dpe_emission_ges;emission_ges_totale_auxiliaire;X;Numérique; ; ; ;logement + logement neuf;estimation GES de l'ensemble des auxiliaires (déduit de la production pv autoconsommée)  (kgCO2/an)
dpe_emission_ges;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_ep_conso;classe_bilan_dpe;X;Texte; ; ; ;logement + logement neuf;Classe du DPE issu de la synthèse du double seuil  sur les consommations énergie primaire et les émissions de CO2 sur les 5 usages  (ecs/chauffage/climatisation/eclairage/auxiliaires)
dpe_ep_conso;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_ep_conso;ep_conso_5_usages;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle  5 usages (ecs/chauffage/climatisation/eclairage/auxiliaires)en energie primaire (déduit de la production pv autoconsommée) (kWhep/an)
dpe_ep_conso;ep_conso_5_usages_m2;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle  5 usages (ecs/chauffage/climatisation/eclairage/auxiliaires)en energie primaire (déduit de la production pv autoconsommée) (kWhep/m²/an)
dpe_ep_conso;ep_conso_auxiliaire_distribution_ch;X;Numérique; ; ; ;logement;consommation annuelle d'auxilliaires de distribution de chauffage en energie primaire (kWhep/an)
dpe_ep_conso;ep_conso_auxiliaire_distribution_ecs;X;Numérique; ; ; ;logement;consommation annuelle d'auxilliaires de distribution d'ECS en energie primaire (kWhep/an)
dpe_ep_conso;ep_conso_auxiliaire_distribution_fr; ;Numérique; ; ; ;logement;consommation annuelle  d'auxilliaires de distribution de froid en energie primaire (kWhep/an) SUPPRIME
dpe_ep_conso;ep_conso_auxiliaire_generation_ch;X;Numérique; ; ; ;logement;consommation annuelle d'auxilliaires de génération de chauffage en energie primaire (kWhep/an)
dpe_ep_conso;ep_conso_auxiliaire_generation_ch_depensier;X;Numérique; ; ; ;logement;consommation annuelle d'auxilliaires de génération de chauffage en energie primaire pour le scénario dépensier (kWhep/an)
dpe_ep_conso;ep_conso_auxiliaire_generation_ecs;X;Numérique; ; ; ;logement;consommation annuelle d'auxillaires de generation d'ECS en energie primaire (kWhep/an)
dpe_ep_conso;ep_conso_auxiliaire_generation_ecs_depensier;X;Numérique; ; ; ;logement;consommation annuelle d'auxillaires de generation d'ECS en energie primaire pour le scénario dépensier (kWhep/an)
dpe_ep_conso;ep_conso_auxiliaire_ventilation;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle  d'auxilliaires de ventilation en energie primaire (kWhep/an)
dpe_ep_conso;ep_conso_ch;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle de chauffage en energie primaire(déduit de la production pv autoconsommée)  (kWhep/an)
dpe_ep_conso;ep_conso_ch_depensier;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle de chauffage en energie primaire pour le scénario dépensier (déduit de la production pv autoconsommée) (kWhep/an)
dpe_ep_conso;ep_conso_eclairage;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle d'eclairage en energie primaire (déduit de la production pv autoconsommée) (kWhep/an)
dpe_ep_conso;ep_conso_ecs;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle d'ECS en energie primaire (déduit de la production pv autoconsommée) (kWhep/an)
dpe_ep_conso;ep_conso_ecs_depensier;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle d'ECS en energie primaire  pour le scénario dépensier (déduit de la production pv autoconsommée) (kWhep/an)
dpe_ep_conso;ep_conso_fr;X;Numérique; ; ; ;logement + logement neuf;consommation de refroidissement annuel en énergie primaire  (déduit de la production pv autoconsommée) (kWhep/an)
dpe_ep_conso;ep_conso_fr_depensier;X;Numérique; ; ; ;logement + logement neuf;consommation de refroidissement annuel en énergie primaire pour le scénario dépensier (déduit de la production pv autoconsommée)  (kWhep/an)
dpe_ep_conso;ep_conso_totale_auxiliaire;X;Numérique; ; ; ;logement + logement neuf;consommation annuelle de l'ensemble des auxiliaires en energie primaire (déduit de la production pv autoconsommée) (kWhep/an)
dpe_ep_conso;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_ets;bver;X;Numérique; ; ; ;logement;coefficient de reduction des déperditions de l'espace tampon solarisé
dpe_ets;coef_transparence_ets;X;Numérique; ; ; ;logement;coefficient de transparence de l'espace tampon solarisé T (déterminé à partir des parois vitrées de l'espace tampon solarisé)
dpe_ets;description;Parfois;Texte; ; ; ;logement;description textuelle de l'objet
dpe_ets;dpe_id;X; ;dpe; ; ;logement;Identifiant technique du DPE
dpe_ets;enum_cfg_isolation_lnc_id;X; ;dpe_enum_cfg_isolation_lnc; ; ;logement;configuration de l'adjacence avec local non chauffé
dpe_ets;id;X; ; ; ; ;logement;Identifiant technique de l'espace tampon solarisé
dpe_ets;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_ets;tv_coef_reduction_deperdition_id; ; ;dpe_tv_coef_reduction_deperdition; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de reduction des deperditions
dpe_ets;tv_coef_transparence_ets_id;X; ;dpe_tv_coef_transparence_ets; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de transparence de l'espace tampon solarisé
dpe_ets;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_generateur_chauffage;conso_ch;X;Numérique; ; ; ;logement + logement neuf;consommation d'energie annuelle du générateur de chauffage en energie finale kWh (exprimée en kWh PCI pour les combustibles). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation du générateur à l'immeuble qu'il faut saisir.
dpe_generateur_chauffage;conso_ch_depensier;X;Numérique; ; ; ;logement;consommation d'énergie annuelle du générateur de chauffage pour le scénario dépensier (scénario DH21) en energie finale kWh (exprimée en kWh PCI pour les combustibles). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation du générateur à l'immeuble qu'il faut saisir.
dpe_generateur_chauffage;date_arrete_reseau_chaleur; ; ; ; ; ;logement + logement neuf;date de l'arrêté qui modifie l'annexe 7 de l'arrêté du 15 septembre 2006 relatif au diagnostic de performance énergétique.
dpe_generateur_chauffage;description;Parfois;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
dpe_generateur_chauffage;enum_lien_generateur_emetteur_id;X; ;dpe_enum_lien_generateur_emetteur; ; ;logement;lien entre le générateur et l'émetteur associé
dpe_generateur_chauffage;enum_methode_saisie_carac_sys_id;X; ;dpe_enum_methode_saisie_carac_sys; ; ;logement + logement neuf;méthode de saisie des performances du système de chauffage
dpe_generateur_chauffage;enum_type_energie_id;X; ;dpe_enum_type_energie;dpe_enum_type_energie;lib;logement + logement neuf;type d'énergie consommée par le générateur de chauffage
dpe_generateur_chauffage;enum_type_generateur_ch_id;X; ;dpe_enum_type_generateur_ch;dpe_enum_type_generateur_ch;lib;logement + logement neuf;type de generateur de chauffage
dpe_generateur_chauffage;enum_usage_generateur_id;X; ;dpe_enum_usage_generateur;dpe_enum_usage_generateur;lib;logement + logement neuf;usages assurés par le générateur (chauffage/ecs/chauffage+ecs)
dpe_generateur_chauffage;id;X; ; ; ; ;logement + logement neuf;Identifiant technique du générateur de chauffage
dpe_generateur_chauffage;identifiant_reseau_chaleur; ;Texte; ; ; ;logement + logement neuf;identifiant réseau de chaleur ou de froid utilisé (utilisé à partir du 18 janvier 2022)
dpe_generateur_chauffage;installation_chauffage_id;X; ;dpe_installation_chauffage; ; ;logement + logement neuf;Identifiant technique de l'installation de chauffage
dpe_generateur_chauffage;n_radiateurs_gaz; ;Numérique; ; ; ;logement + logement neuf;nombre de radiateurs gaz
dpe_generateur_chauffage;pn; ;Numérique; ; ; ;logement + logement neuf;puissance nominale du générateur à combustion (W)
dpe_generateur_chauffage;position_volume_chauffe;X;Numérique; ; ; ;logement + logement neuf;est ce que le générateur est positionné dans le volume chauffé. (pour le calcul des pertes de génération récupérables)
dpe_generateur_chauffage;presence_regulation_combustion; ;Numérique; ; ; ;logement + logement neuf;présence d'un organe de régulation pour le système de chauffage à combustion 0
dpe_generateur_chauffage;presence_ventouse; ;Numérique; ; ; ;logement + logement neuf;présence d'un système de ventouse ou avec un ventilateur pour l'évacuation des fumées d'un système à combustion 0
dpe_generateur_chauffage;priorite_generateur_cascade; ;Numérique; ; ; ;logement;ordre de priorité du générateur en cascade (ordonné de manière croissante 1
dpe_generateur_chauffage;pveilleuse; ;Numérique; ; ; ;logement + logement neuf;puissance de la veilleuse du générateur à combustion  (W)
dpe_generateur_chauffage;qp0; ;Numérique; ; ; ;logement + logement neuf;pertes à l'arret du générateur à combustion. Dans le cas d'un générateur virtualisé pour DPE appartement avec chauffage collectif saisir Qp0 correspondant à Pe = a*Pn(collectif) (W)
dpe_generateur_chauffage;ref_produit_generateur_ch; ;Texte; ; ; ;logement + logement neuf;référence produit  et marque du générateur de chauffage
dpe_generateur_chauffage;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_generateur_chauffage;reference_generateur_mixte; ;Texte; ; ; ;logement;référence commune pour un générateur mixte chauffage ECS. Cette référence est identique pour les deux parties du générateur (chauffage et ECS)  et est utilisé pour faire le lien entre les deux
dpe_generateur_chauffage;rendement_generation; ;Numérique; ; ; ;logement;Rg
dpe_generateur_chauffage;rpint; ;Numérique; ; ; ;logement + logement neuf;rendement de génération à charge intermédiaire du générateur à combustion (0-1,5)
dpe_generateur_chauffage;rpn; ;Numérique; ; ; ;logement + logement neuf;rendement de génération à pleine charge du générateur à combustion (0-1,5)
dpe_generateur_chauffage;scop; ;Numérique; ; ; ;logement + logement neuf;scop du générateur thermodynamique (en remplacement du Rg pour les générateurs thermodynamique) (0-20)
dpe_generateur_chauffage;temp_fonc_100; ;Numérique; ; ; ;logement + logement neuf;température de fonctionnement à 100% de charge (°C)
dpe_generateur_chauffage;temp_fonc_30; ;Numérique; ; ; ;logement + logement neuf;température de fonctionnement à 30% de charge (°C)
dpe_generateur_chauffage;tv_generateur_combustion_id; ; ;dpe_tv_generateur_combustion; ; ;logement;id de la ligne de la table utilisée pour le calcul des paramètres du générateur à combustion Rpn,Rpint,Qp0,Pveil
dpe_generateur_chauffage;tv_rendement_generation_id; ; ;dpe_tv_rendement_generation; ; ;logement;id de la ligne de la table utilisée pour le calcul  des rendements de générations forfaitaires des générateurs autres qu'à combustion
dpe_generateur_chauffage;tv_reseau_chaleur_id; ; ;dpe_tv_reseau_chaleur; ; ;logement + logement neuf;id de la ligne de la table utilisée pour le calcul du contenu CO2 des réseaux de chaleurs (OBSOLETE et remplacé par identifiant_reseau_chaleur à partir du 18 janvier 2022 et la prise en compte du nouvel arrêté réseau de chaleur).
dpe_generateur_chauffage;tv_scop_id; ; ;dpe_tv_scop; ; ;logement;id de la ligne de la table utilisée pour le calcul  du coefficient de performance du système thermodynamique (SCOP)
dpe_generateur_chauffage;tv_temp_fonc_100_id; ; ;dpe_tv_temp_fonc_100; ; ;logement;id de la ligne de la table utilisée pour le calcul  de la température à 100% de charge du système à combustion(SUPPRIME)
dpe_generateur_chauffage;tv_temp_fonc_30_id; ; ;dpe_tv_temp_fonc_30; ; ;logement;id de la ligne de la table utilisée pour le calcul  de la température à 30% de charge du système à combustion(SUPPRIME)
dpe_generateur_chauffage;migre_en_utc;X;Booléen; ; ; ;logement + logement neuf;Indique si les dates de la table ont été migrées au format UTC
dpe_generateur_chauffage;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_generateur_ecs;conso_ecs;X;Numérique; ; ; ;logement + logement neuf;consommation d'energie annuelle du générateur d'ECS  (kWh) (Exprimé en kWh PCI pour les combustibles ).   Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation du générateur à l'immeuble qu'il faut saisir.
dpe_generateur_ecs;conso_ecs_depensier;X;Numérique; ; ; ;logement;consommation d'énergie annuelle du générateur d'ECS pour le scénario dépensier en énergie finale (kWh) (Exprimé en kWh PCI pour les combustibles ). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation du générateur à l'immeuble qu'il faut saisir.
dpe_generateur_ecs;cop; ;Numérique; ; ; ;logement + logement neuf;COP du chauffe-eau thermodynamique (inclus le rendement de stockage) (0-20)
dpe_generateur_ecs;date_arrete_reseau_chaleur; ; ; ; ; ;logement + logement neuf;date de l'arrêté qui modifie l'annexe 7 de l'arrêté du 15 septembre 2006 relatif au diagnostic de performance énergétique.
dpe_generateur_ecs;description;Parfois;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
dpe_generateur_ecs;enum_methode_saisie_carac_sys_id;X; ;dpe_enum_methode_saisie_carac_sys; ; ;logement + logement neuf;méthode de saisie des performances du système d'ECS
dpe_generateur_ecs;enum_periode_installation_ecs_thermo_id; ; ;dpe_enum_periode_installation_ecs_thermo;dpe_enum_periode_installation_ecs_thermo;lib;logement;periode installation du système thermodynamique
dpe_generateur_ecs;enum_type_energie_id;X; ;dpe_enum_type_energie;dpe_enum_type_energie;lib;logement + logement neuf;type d'énergie consommée par le générateur d'ECS
dpe_generateur_ecs;enum_type_generateur_ecs_id;X; ;dpe_enum_type_generateur_ecs;dpe_enum_type_generateur_ecs;lib;logement + logement neuf;type de generateur d'ecs
dpe_generateur_ecs;enum_type_stockage_ecs_id;X; ;dpe_enum_type_stockage_ecs; ; ;logement + logement neuf;Type de stockage d'ECS (intégré à la production ou indépendant)
dpe_generateur_ecs;enum_usage_generateur_id;X; ;dpe_enum_usage_generateur;dpe_enum_usage_generateur;lib;logement + logement neuf;usages assurés par le générateur (chauffage/ecs/chauffage+ecs)
dpe_generateur_ecs;id;X; ; ; ; ;logement + logement neuf;Identifiant technique du générateur d'ECS
dpe_generateur_ecs;identifiant_reseau_chaleur; ;Texte; ; ; ;logement + logement neuf;identifiant réseau de chaleur ou de froid utilisé (utilisé à partir du 18 janvier 2022)
dpe_generateur_ecs;installation_ecs_id;X; ;dpe_installation_ecs; ; ;logement + logement neuf;Identifiant technique de l'installation d'ECS
dpe_generateur_ecs;pn; ;Numérique; ; ; ;logement + logement neuf;puissance nominale du générateur à combustion. Dans le cas d'un générateur virtualisé pour DPE appartement avec ECS collective saisir Pe = a*Pn(collectif) (W)
dpe_generateur_ecs;position_volume_chauffe;X;Numérique; ; ; ;logement + logement neuf;est ce que le générateur est positionné dans le volume chauffé. (pour le calcul des pertes de génération récupérables)
dpe_generateur_ecs;position_volume_chauffe_stockage; ;Numérique; ; ; ;logement + logement neuf;est ce que le ballon de stockage est positionné dans le volume chauffé. (pour le calcul des pertes de stockage récupérables)
dpe_generateur_ecs;presence_ventouse; ;Numérique; ; ; ;logement + logement neuf;présence d'un système de ventouse ou avec un ventilateur pour l'évacuation des fumées d'un système à combustion 0
dpe_generateur_ecs;pveilleuse; ;Numérique; ; ; ;logement + logement neuf;puissance de la veilleuse du générateur à combustion (W)
dpe_generateur_ecs;qp0; ;Numérique; ; ; ;logement + logement neuf;pertes à l'arret du générateur à combustion. Dans le cas d'un générateur virtualisé pour DPE appartement avec ECS collective saisir Qp0 correspondant à Pe = a*Pn(collectif)
dpe_generateur_ecs;ratio_besoin_ecs;X;Numérique; ; ; ;logement + logement neuf;ratio du besoin ecs de l'installation affecté au générateur. Ce ratio est de 1 pour les installations classiques et de 0,5 pour les installations d'ECS avec deux générateurs
dpe_generateur_ecs;ref_produit_generateur_ecs; ;Texte; ; ; ;logement + logement neuf;référence produit  et marque du générateur d'ECS
dpe_generateur_ecs;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_generateur_ecs;reference_generateur_mixte; ;Texte; ; ; ;logement;référence commune pour un générateur mixte chauffage ECS. Cette référence est identique pour les deux parties du générateur (chauffage et ECS)  et est utilisé pour faire le lien entre les deux
dpe_generateur_ecs;rendement_generation; ;Numérique; ; ; ;logement;Rg
dpe_generateur_ecs;rendement_generation_stockage; ;Numérique; ; ; ;logement;RgxRs
dpe_generateur_ecs;rendement_stockage; ;Numérique; ; ; ;logement;Rs
dpe_generateur_ecs;rpn; ;Numérique; ; ; ;logement + logement neuf;rendement de génération à pleine charge du générateur à combustion (0-1,5)
dpe_generateur_ecs;tv_generateur_combustion_id; ; ;dpe_tv_generateur_combustion; ; ;logement;id de la ligne de la table utilisée pour le calcul des paramètres du générateur à combustion Rpn,Rpint,Qp0,Pveil
dpe_generateur_ecs;tv_pertes_stockage_id; ; ;dpe_tv_pertes_stockage; ; ;logement;id de la ligne de la table utilisée pour le calcul des pertes de stockage pour les ballons éléctriques
dpe_generateur_ecs;tv_reseau_chaleur_id; ; ;dpe_tv_reseau_chaleur; ; ;logement;id de la ligne de la table utilisée pour le calcul du contenu CO2 des réseaux de chaleurs (OBSOLETE et remplacé par identifiant_reseau_chaleur à partir du 18 janvier 2022 et la prise en compte du nouvel arrêté réseau de chaleur).
dpe_generateur_ecs;tv_scop_id; ; ;dpe_tv_scop; ; ;logement;id de la ligne de la table utilisée pour le calcul  du coefficient de performance du système thermodynamique (SCOP)
dpe_generateur_ecs;volume_stockage;X;Numérique; ; ; ;logement + logement neuf;volume de stockage associé au générateur d'ECS
dpe_generateur_ecs;migre_en_utc;X;Booléen; ; ; ;logement + logement neuf;Indique si les dates de la table ont été migrées au format UTC
dpe_generateur_ecs;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_geolocalisation;administratif_id;X; ;dpe_administratif; ; ;tous;Identifiant technique du DPE
dpe_geolocalisation;adresse_bien_id;X; ;dpe_t_adresse; ; ;tous;Identifiant technique de l'adresse du bien
dpe_geolocalisation;id_batiment_rnb; ;Texte; ; ; ;tous;identifiant batiment du Référentiel National des Bâtiments (RNB) à venir sur les bâtiments en France (https://beta.gouv.fr/startups/bat-id.html)
dpe_geolocalisation;idpar; ;Texte; ; ; ;tous;identifiant de parcelle cadastrale (14 caractères)
