Nom table;Identifiant BDD;Donnée obligatoire;Type de donnée;Table de références;Table de référence à appeler pour ce champ;Champ récupéré;Modèle concerné;Description
dpe_pont_thermique;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_pont_thermique;enum_methode_saisie_pont_thermique_id;X; ;dpe_enum_methode_saisie_pont_thermique; ; ;logement + logement neuf;methode de saisie des ponts thermiques
dpe_pont_thermique;enum_type_liaison_id;X; ;dpe_enum_type_liaison; ; ;logement + logement neuf;type de liaison de pont thermique
dpe_pont_thermique;id;X; ; ; ; ;logement + logement neuf;Identifiant technique du pont thermique
dpe_pont_thermique;k;X;Numérique; ; ; ;logement + logement neuf;valeur du pont thermique
dpe_pont_thermique;k_saisi; ;Numérique; ; ; ;logement;valeur du pont thermique saisie
dpe_pont_thermique;l;X;Numérique; ; ; ;logement + logement neuf;longueur du pont thermique
dpe_pont_thermique;pourcentage_valeur_pont_thermique;X;Numérique; ; ; ;logement;pourcentage de prise en compte de la valeur du pont thermique (dans le cas des pont thermiques refend/mur et plancher intermediaire/mur cette valeur est à 0,5 au lieu de 1)
dpe_pont_thermique;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels 
dpe_pont_thermique;reference_1; ;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels. Pour les ponts thermique il est laissé la possibilité d'avoir 2 références correspondant aux référence de chacun des deux objets concernés par le pont thermique
dpe_pont_thermique;reference_2; ;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels. Pour les ponts thermique il est laissé la possibilité d'avoir 2 références correspondant aux référence de chacun des deux objets concernés par le pont thermique
dpe_pont_thermique;tv_pont_thermique_id; ; ;dpe_tv_pont_thermique; ; ;logement;id de la ligne de la table utilisée pour le calcul de la valeur du pont thermique k
dpe_pont_thermique;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_porte;b;X;Numérique; ; ; ;logement + logement neuf;coefficient de transmission thermique de la porte final
dpe_porte;description;Parfois;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
dpe_porte;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_porte;enum_cfg_isolation_lnc_id; ; ;dpe_enum_cfg_isolation_lnc; ; ;logement + logement neuf;configuration de l'adjacence avec local non chauffé
dpe_porte;enum_methode_saisie_uporte_id;X; ;dpe_enum_methode_saisie_uporte; ; ;logement + logement neuf;méthode de saisie du U de la porte
dpe_porte;enum_type_adjacence_id;X; ;dpe_enum_type_adjacence; ; ;logement;type d'adjacence de la paroi
dpe_porte;enum_type_porte_id;X; ;dpe_enum_type_porte; ; ;logement + logement neuf;type de porte
dpe_porte;enum_type_pose_id;X; ;dpe_enum_type_pose; ; ;logement + logement neuf;type de pose de la porte
dpe_porte;id;X; ; ; ; ;logement + logement neuf;Identifiant technique de la porte
dpe_porte;largeur_dormant; ;Numérique; ; ; ;logement;largeur du dormant de la porte (cm)
dpe_porte;nb_porte; ;Numérique; ; ; ;logement;nombre de portes
dpe_porte;presence_joint; ; ; ; ; ;logement + logement neuf;y a-t-il présence de joints sur la baie (utilisé pour le calcul de la perméabilité) 0 : non 1 : oui
dpe_porte;presence_retour_isolation; ;Numérique; ; ; ;logement;y a-t-il un retour d'isolant de la paroi opaque sur la porte 0
dpe_porte;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_porte;reference_lnc; ;Texte; ; ; ;logement;reference projet de l'objet  local non chauffé qui peut être associé à la paroi . Dans le cas d'un espace tampon solarisé cette référence est celle de l'espace tampon.
dpe_porte;reference_paroi; ;Texte; ; ; ;logement + logement neuf;reference projet de l'objet paroi qui est associé à l'objet porte. La codification et utilisation des références peut différer entre logiciels mais il devrait être attendu que reference_paroi est la référence d'une paroi de type mur,plancher_haut ou plancher_bas
dpe_porte;surface_aiu; ;Numérique; ; ; ;logement + logement neuf;surface aiu
dpe_porte;surface_aue; ;Numérique; ; ; ;logement + logement neuf;surface aue
dpe_porte;surface_porte;X;Numérique; ; ; ;logement;surface totale de portes déclaré (nb_porte x surface unitaire de porte dans le cas de plusieurs portes)
dpe_porte;tv_coef_reduction_deperdition_id; ; ;dpe_tv_coef_reduction_deperdition; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de reduction des deperditions
dpe_porte;tv_uporte_id; ; ;dpe_tv_uporte; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de transfert thermique de la porte
dpe_porte;uporte;X;Numérique; ; ; ;logement + logement neuf;coefficient de transmission thermique de la porte final
dpe_porte;uporte_saisi; ;Numérique; ; ; ;logement;coefficient de transmission thermique de la porte saisi directement (nécessite une justification)
dpe_porte;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_production_elec_enr;conso_elec_ac;X;Numérique; ; ; ;logement + logement neuf;éléctricité photovoltaique autoconsommée (kWh)
dpe_production_elec_enr;description;Parfois;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
dpe_production_elec_enr;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_production_elec_enr;enum_type_enr_id;X; ;dpe_enum_type_enr;dpe_enum_type_enr;lib;logement + logement neuf;enumérateur listant les systèmes de production d'éléctricité d'origine renouvelables présents dans le bâtiment
dpe_production_elec_enr;presence_production_pv;X;Numérique; ; ; ;logement + logement neuf;est ce qu'il y a de la production de photovoltaique renouvelable 0
dpe_production_elec_enr;production_pv;X;Numérique; ; ; ;logement + logement neuf;production d'éléctricité photovoltaique (kWh)
dpe_production_elec_enr;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_production_elec_enr;taux_autoproduction; ;Numérique; ; ; ;logement;taux d'autoproduction Tap de la production d'éléctricité d'origne renouvelable
dpe_production_elec_enr;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_production_electricite;conso_elec_ac; ;Numérique; ; ; ;logement;éléctricité photovoltaique autoconsommée(kWhep/an)
dpe_production_electricite;conso_elec_ac_autre_usage;X;Numérique; ; ; ;logement;éléctricité photovoltaique autoconsommée pour les autres usages de l'éléctricité  (kWhep/an)
dpe_production_electricite;conso_elec_ac_auxiliaire;X;Numérique; ; ; ;logement;éléctricité photovoltaique autoconsommée pour l'usage auxiliaire (les consommations finales sont déduites de cette valeur) (kWhep/an)
dpe_production_electricite;conso_elec_ac_ch;X;Numérique; ; ; ;logement;éléctricité photovoltaique autoconsommée pour l'usage chauffage (les consommations finales sont déduites de cette valeur) (kWhep/an)
dpe_production_electricite;conso_elec_ac_eclairage;X;Numérique; ; ; ;logement;éléctricité photovoltaique autoconsommée pour l'usage eclairage (les consommations finales sont déduites de cette valeur) (kWhep/an)
dpe_production_electricite;conso_elec_ac_ecs;X;Numérique; ; ; ;logement;éléctricité photovoltaique autoconsommée pour l'usage ecs (les consommations finales sont déduites de cette valeur) (kWhep/an)
dpe_production_electricite;conso_elec_ac_fr;X;Numérique; ; ; ;logement;éléctricité photovoltaique autoconsommée pour l'usage climatisation (les consommations finales sont déduites de cette valeur) (kWhep/an)
dpe_production_electricite;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_production_electricite;production_pv;X;Numérique; ; ; ;logement + logement neuf;production d'éléctricité photovoltaique(kWhep/an)
dpe_production_electricite;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_qualite_isolation;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_qualite_isolation;qualite_isol_enveloppe;X;Numérique;dpe_enum_qualite_composant;dpe_enum_qualite_composant;lib;logement + logement neuf;qualité d'isolation de l'enveloppe
dpe_qualite_isolation;qualite_isol_menuiserie;X;Numérique;dpe_enum_qualite_composant;dpe_enum_qualite_composant;lib;logement + logement neuf;qualité d'isolation des menuiseries
dpe_qualite_isolation;qualite_isol_mur; ;Numérique;dpe_enum_qualite_composant;dpe_enum_qualite_composant;lib;logement + logement neuf;qualité d'isolation des murs
dpe_qualite_isolation;qualite_isol_plancher_bas; ;Numérique;dpe_enum_qualite_composant;dpe_enum_qualite_composant;lib;logement + logement neuf;qualité de l'isolation des planchers
dpe_qualite_isolation;qualite_isol_plancher_haut_comble_amenage; ;Numérique;dpe_enum_qualite_composant;dpe_enum_qualite_composant;lib;logement + logement neuf;qualité d'isolation de la toiture/planchers hauts partie comble aménagé
dpe_qualite_isolation;qualite_isol_plancher_haut_comble_perdu; ;Numérique;dpe_enum_qualite_composant;dpe_enum_qualite_composant;lib;logement;qualité d'isolation de la toiture/planchers hauts partie comble perdue
dpe_qualite_isolation;qualite_isol_plancher_haut_toit_terrasse; ;Numérique;dpe_enum_qualite_composant;dpe_enum_qualite_composant;lib;logement;qualité d'isolation de la toiture/planchers hauts partie toit terrasse
dpe_qualite_isolation;ubat;X;Numérique; ; ; ;logement + logement neuf;Ubat(W/m²K)
dpe_qualite_isolation;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_repartition_chauffage;cle_repartition_ch;X;Numérique; ; ; ;logement_neuf;clé de répartition de chauffage à appliquer au logement
dpe_repartition_chauffage;coef_ifc;X;Numérique; ; ; ;logement_neuf;coefficient d'individualisation des frais de chauffage dans le cas d'un DPE appartement calculé à partir d'un DPE immeuble
dpe_repartition_chauffage;deperdition_totale_batiment;X;Numérique; ; ; ;logement_neuf;calcul de deperdition batiment pour de la clé de répartition de chauffage
dpe_repartition_chauffage;deperdition_totale_logement;X;Numérique; ; ; ;logement_neuf;calcul de deperdition logement pour de la clé de répartition de chauffage
dpe_repartition_chauffage;dpe_id;X; ;dpe; ; ;logement_neuf;Identifiant technique du DPE
dpe_repartition_chauffage;surface_baie_est_ouest;X;Numérique; ; ; ;logement_neuf;surface des baies du logement orientées est ou ouest
dpe_repartition_chauffage;surface_baie_nord; ;Numérique; ; ; ;logement_neuf;surface des baies du logement orientées nord
dpe_repartition_chauffage;surface_baie_sud;X;Numérique; ; ; ;logement_neuf;surface des baies du logement orientées sud
dpe_repartition_chauffage;surface_paroi_verticale_ext;X;Numérique; ; ; ;logement_neuf;surface des parois verticales donnant sur l'extérieur
dpe_repartition_chauffage;surface_plancher_bas;X;Numérique; ; ; ;logement_neuf;surface des planchers bas du logement
dpe_repartition_chauffage;surface_plancher_haut;X;Numérique; ; ; ;logement_neuf;surface des planchers hauts du logement
dpe_repartition_chauffage;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_repartition_ecs;besoin_ecs_batiment; ;Numérique; ; ; ;logement_neuf;besoin d'ECS du bâtiment calculé pour la clé de répartition d'ECS
dpe_repartition_ecs;besoin_ecs_logement;X;Numérique; ; ; ;logement_neuf;besoin d'ECS du logement calculé pour la clé de répartition d'ECS
dpe_repartition_ecs;cle_repartition_ecs;X;Numérique; ; ; ;logement_neuf;clé de répartition de l'ECS
dpe_repartition_ecs;dpe_id;X; ;dpe; ; ;logement_neuf;Identifiant technique du DPE
dpe_repartition_ecs;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_sortie_par_energie;conso_5_usages;X;Numérique; ; ; ;logement + logement neuf;consommation totale en énergie finale pour l'énergie considérée (kWhef/an)
dpe_sortie_par_energie;conso_ch;X;Numérique; ; ; ;logement + logement neuf;consommation de chauffage en énergie finale pour l'énergie considérée (kWhef/an)
dpe_sortie_par_energie;conso_ecs;X;Numérique; ; ; ;logement + logement neuf;consommation d'ECS en énergie finale pour l'énergie considérée (kWhef/an)
dpe_sortie_par_energie;cout_5_usages;X;Numérique; ; ; ;logement + logement neuf;coût totale pour l'énergie considérée (€)
dpe_sortie_par_energie;cout_ch;X;Numérique; ; ; ;logement + logement neuf;coût lié au chauffage pour l'énergie considérée (€)
dpe_sortie_par_energie;cout_ecs;X;Numérique; ; ; ;logement + logement neuf;coût  lié à l'ECS pour l'énergie considérée (€)
dpe_sortie_par_energie;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_sortie_par_energie;emission_ges_5_usages;X;Numérique; ; ; ;logement + logement neuf;estimation GES totale pour l'énergie considérée (kgCO2/an)
dpe_sortie_par_energie;emission_ges_ch;X;Numérique; ; ; ;logement + logement neuf;estimation GES de chauffage pour l'énergie considérée (kgCO2/an)
dpe_sortie_par_energie;emission_ges_ecs;X;Numérique; ; ; ;logement + logement neuf;estimation GES d'ECS pour l'énergie considérée (kgCO2/an)
dpe_sortie_par_energie;enum_type_energie_id;X; ;dpe_enum_type_energie;dpe_enum_type_energie;lib;logement + logement neuf;type d'énergie
dpe_sortie_par_energie;id;X; ; ; ; ;logement + logement neuf;Identifiant technique de la sortie par énergie
dpe_sortie_par_energie;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_t_adresse;adresse_brut; ;Texte; ; ; ;tous;champs texte brute de l'adresse saisi par le diagnostiqueur
dpe_t_adresse;ban_city; ;Texte; ; ; ;tous;nom de la commune de l'adresse géocodée ban
dpe_t_adresse;ban_citycode; ;Texte; ; ; ;tous;code insee de la commune de  l'adresse géocodée ban
dpe_t_adresse;ban_date_appel;X;Date; ; ; ;tous;date d'appel à la ban
dpe_t_adresse;ban_departement; ;Texte; ; ; ;tous;Département de l'adresse géocodée ban
dpe_t_adresse;ban_erreur; ;Booléen; ; ; ;tous;Booléen qui indique si la ban renvoie un message d'erreur
dpe_t_adresse;ban_housenumber; ;Texte; ; ; ;tous;Numéro éventuel de l’adresse dans la voie (champ BAN)
dpe_t_adresse;ban_id; ; ; ; ; ;tous;identifiant de la BAN referençant l'adresse
dpe_t_adresse;ban_label; ;Texte; ; ; ;tous;label de l'adresse au format ban
dpe_t_adresse;ban_postcode; ;Texte; ; ; ;tous;code postal de la commune de l'adresse géocodée ban
dpe_t_adresse;ban_region; ;Texte; ; ; ;tous;Région de l'adresse géocodée ban
dpe_t_adresse;ban_score; ;Numérique; ; ; ;tous;score de match entre le label brut et le résultat de géocodage de la BAN
dpe_t_adresse;ban_street; ;Texte; ; ; ;tous;Nom de la voie en minuscules accentuées avec les noms alternatifs éventuels (champ BAN)
dpe_t_adresse;ban_type; ;Texte; ; ; ;tous;type de résultat ban
dpe_t_adresse;ban_x; ;Numérique; ; ; ;tous;coordonnée x du géolocalisant ban dans le referentiel epsg 2154 lambert 93
dpe_t_adresse;ban_y; ;Numérique; ; ; ;tous;coordonnée x du géolocalisant ban dans le referentiel epsg 2154 lambert 93
dpe_t_adresse;code_postal_brut;X;Texte; ; ; ;tous;code postal de l'adresse brute saisie par le diagnostiqueur
dpe_t_adresse;compl_etage_appartement; ;Numérique; ; ; ;tous;complement d'adresses
dpe_t_adresse;compl_nom_residence; ;Texte; ; ; ;tous;complement d'adresses
dpe_t_adresse;compl_ref_batiment; ;Texte; ; ; ;tous;complement d'adresse
dpe_t_adresse;compl_ref_cage_escalier; ;Texte; ; ; ;tous;complement d'adresses
dpe_t_adresse;compl_ref_logement; ;Texte; ; ; ;tous;complement d'adresses
dpe_t_adresse;enum_statut_geocodage_ban_id; ; ;dpe_enum_statut_geocodage_ban;dpe_enum_statut_geocodage_ban;lib;tous;statut de l'appareillement à la BAN de l'adresse
dpe_t_adresse;id;X; ; ; ; ;tous;Identifiant technique d'une adresse qui peut correspondre à l'adresse du bien, du propriétaire ou du propriétaire de l'installation commune
dpe_t_adresse;label_brut;X;Texte; ; ; ;tous;label complet de l'adresse saisie par le diagnostiqueur (adresse + code postal + nom commune)
dpe_t_adresse;label_brut_avec_complement; ; ; ; ; ;tous;label complet de l'adresse saisie par le diagnostiqueur  en saisie libre (adresse + code postal + nom commune)
dpe_t_adresse;nom_commune_brut;X;Texte; ; ; ;tous;nom de commune brute saisie par le diagnostiqueur
dpe_t_adresse;traite_par_batch;X;Booléen; ; ; ;tous;Booléen qui indique si l'adresse a déjà été traitée par le batch de normalisation des adresses
dpe_t_adresse;ban_epci; ;Texte; ; ; ;tous;EPCI de l'adresse géocodée ban
dpe_t_adresse;migre_en_utc;X;Booléen; ; ; ;tous;Indique si les dates de la table ont été migrées au format UTC
dpe_t_adresse;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_ventilation;cle_repartition_ventilation; ;Numérique; ; ; ;logement;clé de répartition pour passer des consommations bâtiments au consommation logement dans le cas DPE appartement calculé à partir du DPE immeuble UNIQUEMENT. Voir section 8.5.4 du document guide pour plus de détail. Pour la ventilation il s'agit du rapport surface habitable logement / surface habitable immeuble
dpe_ventilation;conso_auxiliaire_ventilation;X;Numérique; ; ; ;logement + logement neuf;Consommation des auxilliaires de ventilation.  Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
dpe_ventilation;description;Parfois;Texte; ; ; ;logement;description textuelle de l'objet
dpe_ventilation;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_ventilation;enum_methode_saisie_q4pa_conv_id;X; ;dpe_enum_methode_saisie_q4pa_conv; ; ;logement + logement neuf;code de la methode de saisie du q4paconv
dpe_ventilation;enum_type_ventilation_id;X; ;dpe_enum_type_ventilation;dpe_enum_type_ventilation;lib;logement + logement neuf;code du type de ventilation
dpe_ventilation;hperm;XX;Numérique; ; ; ;logement + logement neuf;déperdition thermique par renouvellement d'air due au vent
dpe_ventilation;hvent; ;Numérique; ; ; ;logement + logement neuf;déperdition thermique par renouvellement d'air due au système de ventilation
dpe_ventilation;id;X; ; ; ; ;logement + logement neuf;Identifiant technique de la ventilation
dpe_ventilation;plusieurs_facade_exposee;X;Numérique; ; ; ;logement + logement neuf;est ce qu'il y a plusieurs facades exposées au vent 0
dpe_ventilation;pvent_moy; ;Numérique; ; ; ;logement + logement neuf;puissance de la ventilation moyenne soit saisie soit calculée avec la méthode proposée
dpe_ventilation;q4pa_conv;X;Numérique; ; ; ;logement + logement neuf;q4pa conv final soit issue d'une saisie de mesure  à l'étanchéité à l'air soit d'une valeur forfaitaire. valeur conventionnelle de la perméabilité sous 4Pa (m3/(h.m2))
dpe_ventilation;X; ;Numérique; ; ; ;logement;q4paconv saisi directement quand la valeur est donnée par une mesure d'étanchéité à l'air. valeur conventionnelle de la perméabilité sous 4Pa (m3/(h.m2))
dpe_ventilation;ref_produit_ventilation; ;Texte; ; ; ;logement + logement neuf;référence produit  et marque du système de ventilation
dpe_ventilation;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_ventilation;surface_ventile;X;Numérique; ; ; ;logement + logement neuf;surface ventilée. Dans le cas d'une seule ventilation c'est la surface habitable totale. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la surface de l'installation à l'immeuble qu'il faut renseigner
dpe_ventilation;tv_debits_ventilation_id; ; ;dpe_tv_debits_ventilation; ; ;logement;id de la ligne de la table utilisée pour le calcul des débits de ventilations
dpe_ventilation;tv_q4pa_conv_id; ; ;dpe_tv_q4pa_conv; ; ;logement;id de la ligne de la table utilisée pour le calcul du q4pa conventionnel. valeur conventionnelle de la perméabilité sous 4Pa (m3/(h.m2))
dpe_ventilation;ventilation_post_2012;X;Numérique; ; ; ;logement + logement neuf;est ce que le système de ventilation est postérieur à 2012 0
dpe_ventilation;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
